title,summary
Armenias national security director attends CIS sitting of intelligence agencies ,YEREVAN MAY 22 ARMENPRESS The 15th consultation sitting of CIS member states intelligence and security agencies took place in St Petersburg Russia on May 22 the national security service told ARMENPRESS
